planeID,aircraftTypeCode,operator,code,modeS,serialNumber,age,DATE,FROM,TO,FLIGHT,FLIGHT TIME,STD,ATD,STA,ONTIME,STATUS
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,21 Jul 2024,Tokyo (NRT),Bangkok (BKK),NQ1,5:57,6:00 PM,7:30 PM,10:45 PM,yellow,Landed 11:27 PM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,21 Jul 2024,Seoul (ICN),Tokyo (NRT),NQ22,2:05,1:35 PM,1:49 PM,4:10 PM,green,Landed 3:54 PM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,21 Jul 2024,Tokyo (NRT),Seoul (ICN),NQ21,1:46,9:55 AM,10:07 AM,12:25 PM,green,Landed 11:53 AM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,20 Jul 2024,Bangkok (BKK),Tokyo (NRT),NQ2,5:39,11:45 PM,12:24 AM,8:05 AM,green,Landed 8:03 AM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,20 Jul 2024,Tokyo (NRT),Bangkok (BKK),NQ1,5:45,6:00 PM,6:28 PM,10:45 PM,green,Landed 10:13 PM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,20 Jul 2024,Singapore (SIN),Tokyo (NRT),NQ4,6:16,12:55 AM,1:02 AM,9:10 AM,green,Landed 8:19 AM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,19 Jul 2024,Tokyo (NRT),Singapore (SIN),NQ3,6:38,5:35 PM,5:58 PM,11:55 PM,green,Landed 11:36 PM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,19 Jul 2024,Seoul (ICN),Tokyo (NRT),NQ22,1:54,1:35 PM,2:09 PM,4:10 PM,green,Landed 4:03 PM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,19 Jul 2024,Tokyo (NRT),Seoul (ICN),NQ21,2:07,9:55 AM,10:06 AM,12:25 PM,green,Landed 12:13 PM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,18 Jul 2024,Bangkok (BKK),Tokyo (NRT),NQ2,5:32,11:45 PM,12:34 AM,8:05 AM,green,Landed 8:05 AM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,18 Jul 2024,Tokyo (NRT),Bangkok (BKK),NQ1,5:40,6:00 PM,6:10 PM,10:45 PM,green,Landed 9:50 PM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,18 Jul 2024,Seoul (ICN),Tokyo (NRT),NQ22,1:59,1:35 PM,2:38 PM,4:10 PM,yellow,Landed 4:37 PM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,18 Jul 2024,Tokyo (NRT),Seoul (ICN),NQ21,2:02,9:55 AM,10:14 AM,12:25 PM,green,Landed 12:16 PM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,17 Jul 2024,Bangkok (BKK),Tokyo (NRT),NQ2,5:59,11:45 PM,12:26 AM,8:05 AM,yellow,Landed 8:25 AM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,17 Jul 2024,Tokyo (NRT),Bangkok (BKK),NQ1,5:49,6:00 PM,6:09 PM,10:45 PM,green,Landed 9:58 PM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,17 Jul 2024,Seoul (ICN),Tokyo (NRT),NQ22,2:00,1:35 PM,1:46 PM,4:10 PM,green,Landed 3:45 PM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,17 Jul 2024,Tokyo (NRT),Seoul (ICN),NQ21,2:08,9:55 AM,10:10 AM,12:25 PM,green,Landed 12:18 PM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,16 Jul 2024,Singapore (SIN),Tokyo (NRT),NQ4,6:31,12:55 AM,1:10 AM,9:10 AM,green,Landed 8:41 AM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,15 Jul 2024,Tokyo (NRT),Singapore (SIN),NQ3,6:21,5:35 PM,6:14 PM,11:55 PM,green,Landed 11:35 PM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,15 Jul 2024,Singapore (SIN),Tokyo (NRT),NQ4,6:35,12:55 AM,2:52 AM,9:10 AM,red,Landed 10:26 AM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,14 Jul 2024,Tokyo (NRT),Singapore (SIN),NQ3,6:26,5:35 PM,6:05 PM,11:55 PM,green,Landed 11:30 PM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,14 Jul 2024,Seoul (ICN),Tokyo (NRT),NQ22,1:54,1:35 PM,1:54 PM,4:10 PM,green,Landed 3:48 PM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,14 Jul 2024,Tokyo (NRT),Seoul (ICN),NQ21,2:12,9:55 AM,10:21 AM,12:25 PM,green,Landed 12:33 PM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,13 Jul 2024,Bangkok (BKK),Tokyo (NRT),NQ2,6:04,11:45 PM,12:15 AM,8:05 AM,green,Landed 8:19 AM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,13 Jul 2024,Tokyo (NRT),Bangkok (BKK),NQ1,5:33,6:00 PM,6:25 PM,10:45 PM,green,Landed 9:58 PM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,13 Jul 2024,Seoul (ICN),Tokyo (NRT),NQ22,1:50,1:35 PM,2:12 PM,4:10 PM,green,Landed 4:02 PM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,13 Jul 2024,Tokyo (NRT),Seoul (ICN),NQ21,2:10,9:55 AM,10:10 AM,12:25 PM,green,Landed 12:20 PM
 JA801A ,B788,Air Japan,NQ / AJX,86CE6C,34488,13 years,12 Jul 2024,Bangkok (BKK),Tokyo (NRT),NQ2,5:46,11:45 PM,12:26 AM,8:05 AM,green,Landed 8:11 AM
